pattern_id,pattern_title,seq,source,question_id,exam_year,question_no,field,category,stem_preview,static_href
4,模試 第4回,17,past,202542,2025,42,limit,法令上の制限,仮換地に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q42/index.html
4,模試 第4回,18,past,202513,2025,13,rights,権利関係,定期建物賃貸借に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q13/index.html
4,模試 第4回,19,past,202447,2024,47,tax,税・その他,不動産広告の表示に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q47/index.html
4,模試 第4回,20,past,202507,2025,7,rights,権利関係,遺言に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,q/past/y2025/q07/index.html
4,模試 第4回,21,past,202421,2024,21,law,宅建業法,8種制限に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q21/index.html
4,模試 第4回,22,past,202521,2025,21,law,宅建業法,保証協会に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q21/index.html
4,模試 第4回,23,past,202512,2025,12,rights,権利関係,不動産登記に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q12/index.html
4,模試 第4回,24,past,202414,2024,14,rights,権利関係,留置権に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,q/past/y2024/q14/index.html
4,模試 第4回,25,past,202437,2024,37,limit,法令上の制限,建ぺい率・容積率に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q37/index.html
4,模試 第4回,26,past,202508,2025,8,rights,権利関係,区分所有法に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q08/index.html
4,模試 第4回,27,past,202439,2024,39,limit,法令上の制限,事後届出制に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q39/index.html
4,模試 第4回,28,past,202423,2024,23,law,宅建業法,媒介契約に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q23/index.html
4,模試 第4回,29,past,202417,2024,17,law,宅建業法,営業保証金に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q17/index.html
4,模試 第4回,30,past,202409,2024,9,rights,権利関係,借地借家法の定期借地権に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q09/index.html
4,模試 第4回,31,past,202443,2024,43,tax,税・その他,不動産取得税に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q43/index.html
4,模試 第4回,32,past,202444,2024,44,tax,税・その他,固定資産税に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q44/index.html
4,模試 第4回,33,past,202427,2024,27,law,宅建業法,報酬に関する次の記述のうち、正しいものはどれか（消費税考慮不要）。,q/past/y2024/q27/index.html
4,模試 第4回,34,past,202425,2024,25,law,宅建業法,クーリングオフに関する次の記述のうち、正しいものはどれか。,q/past/y2024/q25/index.html
4,模試 第4回,35,past,202405,2024,5,rights,権利関係,抵当権に関する次の記述のうち、民法の規定及び判例によれば、正しいものはどれか。,q/past/y2024/q05/index.html
4,模試 第4回,36,past,202541,2025,41,limit,法令上の制限,事後届出制に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q41/index.html
4,模試 第4回,37,past,202428,2024,28,law,宅建業法,帳簿・従業者名簿に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q28/index.html
4,模試 第4回,38,past,202504,2025,4,rights,権利関係,相隣関係に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,q/past/y2025/q04/index.html
4,模試 第4回,39,past,202441,2024,41,limit,法令上の制限,土地区画整理法に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q41/index.html
4,模試 第4回,40,past,202442,2024,42,limit,法令上の制限,用途地域に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q42/index.html
4,模試 第4回,41,past,202448,2024,48,tax,税・その他,フラット35に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q48/index.html
4,模試 第4回,42,past,202420,2024,20,law,宅建業法,宅建業者の業務に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q20/index.html
4,模試 第4回,43,past,202510,2025,10,rights,権利関係,相殺に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,q/past/y2025/q10/index.html
4,模試 第4回,44,past,202424,2024,24,law,宅建業法,37条書面に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q24/index.html
4,模試 第4回,45,past,202530,2025,30,law,宅建業法,宅建業者の業務処理に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q30/index.html
4,模試 第4回,46,past,202509,2025,9,rights,権利関係,弁済に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,q/past/y2025/q09/index.html
4,模試 第4回,47,past,202431,2024,31,law,宅建業法,住宅瑕疵担保履行法に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q31/index.html
4,模試 第4回,48,past,202544,2025,44,tax,税・その他,登録免許税に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q44/index.html
4,模試 第4回,49,past,202415,2024,15,law,宅建業法,宅建業の免許に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q15/index.html
4,模試 第4回,50,past,202436,2024,36,limit,法令上の制限,用途制限に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q36/index.html
5,模試 第5回,1,past,202037,2020,37,law,宅建業法,宅地建物取引業法に規定する重要事項説明書（35条書面）の記載事項に関する次の記述のうち、正しいものはどれ,q/past/y2020/q37/index.html
5,模試 第5回,2,past,202315,2023,15,limit,法令上の制限,都市計画法に関する次の記述のうち、正しいものはどれか。,q/past/y2023/q15/index.html
5,模試 第5回,3,past,202404,2024,4,rights,権利関係,賃貸借に関する次の記述のうち、民法及び借地借家法の規定によれば、正しいものはどれか。,q/past/y2024/q04/index.html
5,模試 第5回,4,past,202540,2025,40,limit,法令上の制限,日影規制に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q40/index.html
5,模試 第5回,5,past,202303,2023,3,rights,権利関係,AがBに対して有する100万円の金銭債権をAがCに譲渡した場合に関する次の記述のうち、民法の規定によれば,q/past/y2023/q03/index.html
5,模試 第5回,6,past,202101,2021,1,rights,権利関係,AがBに対して有する債権の担保として、A・B間でAを抵当権者、B所有の甲土地に抵当権を設定した場合に関す,q/past/y2021/q01/index.html
5,模試 第5回,7,past,202426,2024,26,law,宅建業法,宅建業者の禁止行為に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q26/index.html
5,模試 第5回,8,past,201903,2019,3,rights,権利関係,物権変動の対抗要件に関する次の記述のうち、民法の規定及び判例によれば正しいものはどれか。,q/past/y2019/q03/index.html
5,模試 第5回,9,past,202438,2024,38,limit,法令上の制限,農地法に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q38/index.html
5,模試 第5回,10,past,201948,2019,48,tax,税・その他,土地に関する次の記述のうち、最も不適切なものはどれか。,q/past/y2019/q48/index.html
5,模試 第5回,11,past,202521,2025,21,law,宅建業法,保証協会に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q21/index.html
5,模試 第5回,12,past,202525,2025,25,law,宅建業法,取引態様に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q25/index.html
5,模試 第5回,13,past,202133,2021,33,law,宅建業法,宅地建物取引業者が自ら売主の場合の自己の所有に属しない物件の売買に関する次の記述のうち、正しいものはどれ,q/past/y2021/q33/index.html
5,模試 第5回,14,past,202517,2025,17,law,宅建業法,重要事項説明に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q17/index.html
5,模試 第5回,15,past,202028,2020,28,law,宅建業法,宅地建物取引業法に規定する媒介契約書面に関する次の記述のうち、正しいものはどれか。,q/past/y2020/q28/index.html
5,模試 第5回,16,past,202141,2021,41,law,宅建業法,宅地建物取引業法に規定する宅建業者の業務に関する次の記述のうち、正しいものはどれか。,q/past/y2021/q41/index.html
5,模試 第5回,17,past,202519,2025,19,law,宅建業法,37条書面に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q19/index.html
5,模試 第5回,18,past,202537,2025,37,limit,法令上の制限,防火・準防火地域に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q37/index.html
5,模試 第5回,19,past,202202,2022,2,rights,権利関係,相隣関係に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,q/past/y2022/q02/index.html
5,模試 第5回,20,past,202420,2024,20,law,宅建業法,宅建業者の業務に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q20/index.html
5,模試 第5回,21,past,202323,2023,23,tax,税・その他,印紙税に関する次の記述のうち、正しいものはどれか。,q/past/y2023/q23/index.html
5,模試 第5回,22,past,202312,2023,12,rights,権利関係,普通建物賃貸借（居住用）の更新に関する次の記述のうち、借地借家法の規定によれば正しいものはどれか。,q/past/y2023/q12/index.html
5,模試 第5回,23,past,202417,2024,17,law,宅建業法,営業保証金に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q17/index.html
5,模試 第5回,24,past,202123,2021,23,tax,税・その他,不動産取得税に関する次の記述のうち、正しいものはどれか。,q/past/y2021/q23/index.html
5,模試 第5回,25,past,202502,2025,2,rights,権利関係,時効に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,q/past/y2025/q02/index.html
5,模試 第5回,26,past,202143,2021,43,law,宅建業法,宅地建物取引業法に規定する宅地建物取引士の登録の欠格事由に関する次の記述のうち、正しいものはどれか。,q/past/y2021/q43/index.html
5,模試 第5回,27,past,202249,2022,49,tax,税・その他,建物の基礎構造に関する次の記述のうち、最も不適切なものはどれか。,q/past/y2022/q49/index.html
5,模試 第5回,28,past,202016,2020,16,limit,法令上の制限,建築基準法に規定する防火地域及び準防火地域に関する次の記述のうち、正しいものはどれか。,q/past/y2020/q16/index.html
5,模試 第5回,29,past,202212,2022,12,rights,権利関係,借地借家法に規定する普通借地権に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q12/index.html
5,模試 第5回,30,past,202128,2021,28,law,宅建業法,宅地建物取引業法に規定する宅地建物取引士の登録に関する次の記述のうち、正しいものはどれか。,q/past/y2021/q28/index.html
5,模試 第5回,31,past,202309,2023,9,rights,権利関係,A会社の従業員Bが業務執行中に過失でCに損害を与えた場合の使用者責任に関する次の記述のうち、民法の規定及,q/past/y2023/q09/index.html
5,模試 第5回,32,past,202029,2020,29,law,宅建業法,宅地建物取引業法に規定する重要事項説明に関する次の記述のうち、正しいものはどれか。,q/past/y2020/q29/index.html
5,模試 第5回,33,past,201927,2019,27,law,宅建業法,宅地建物取引業法に規定する宅地建物取引士に関する次の記述のうち、正しいものはどれか。,q/past/y2019/q27/index.html
5,模試 第5回,34,past,202510,2025,10,rights,権利関係,相殺に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,q/past/y2025/q10/index.html
5,模試 第5回,35,past,202504,2025,4,rights,権利関係,相隣関係に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,q/past/y2025/q04/index.html
5,模試 第5回,36,past,202349,2023,49,tax,税・その他,建物の構造に関する次の記述のうち、最も不適切なものはどれか。,q/past/y2023/q49/index.html
5,模試 第5回,37,past,202448,2024,48,tax,税・その他,フラット35に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q48/index.html
5,模試 第5回,38,past,202049,2020,49,tax,税・その他,建物の構造に関する次の記述のうち、最も不適切なものはどれか。,q/past/y2020/q49/index.html
5,模試 第5回,39,past,202409,2024,9,rights,権利関係,借地借家法の定期借地権に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q09/index.html
5,模試 第5回,40,past,202515,2025,15,law,宅建業法,宅建業法の規定に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q15/index.html
5,模試 第5回,41,past,202442,2024,42,limit,法令上の制限,用途地域に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q42/index.html
5,模試 第5回,42,past,202441,2024,41,limit,法令上の制限,土地区画整理法に関する次の記述のうち、正しいものはどれか。,q/past/y2024/q41/index.html
5,模試 第5回,43,past,201917,2019,17,limit,法令上の制限,宅地建物取引業法の規定に基づく監督処分に関する次の記述のうち、正しいものはどれか（法令上の制限の範囲で出,q/past/y2019/q17/index.html
5,模試 第5回,44,past,202039,2020,39,law,宅建業法,宅地建物取引業者の免許に関する次の記述のうち、正しいものはどれか。,q/past/y2020/q39/index.html
5,模試 第5回,45,past,202103,2021,3,rights,権利関係,AがA所有の甲建物についてBと賃貸借契約を締結し、BがAの承諾を得て甲建物をCに転貸した場合に関する次の,q/past/y2021/q03/index.html
5,模試 第5回,46,past,202241,2022,41,law,宅建業法,宅地建物取引業法に規定する宅地建物取引士証に関する次の記述のうち、正しいものはどれか。,q/past/y2022/q41/index.html
5,模試 第5回,47,past,202507,2025,7,rights,権利関係,遺言に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,q/past/y2025/q07/index.html
5,模試 第5回,48,past,202528,2025,28,law,宅建業法,宅建業者の届出に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q28/index.html
5,模試 第5回,49,past,202545,2025,45,tax,税・その他,不動産に係る消費税に関する次の記述のうち、正しいものはどれか。,q/past/y2025/q45/index.html
5,模試 第5回,50,past,202126,2021,26,law,宅建業法,宅地建物取引業法に規定するクーリングオフに関する次の記述のうち、正しいものはどれか。,q/past/y2021/q26/index.html
